,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,day_of_week,month,score_diff,score_total,winner,loser,spread_winner,spread_loser,over_under_winner,over_under_diff
3916,2017,13,False,LVR,24.0,17.0,NYG,LVR,9.0,41.5,Oakland Coliseum,False,58.0,11.0,,,Sunday,December,7.0,41.0,LVR,NYG,NYG,LVR,UNDER,-0.5
3917,2017,13,False,NO,31.0,21.0,CAR,NO,4.5,48.0,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,Sunday,December,10.0,52.0,NO,CAR,NO,CAR,OVER,4.0
3918,2017,13,False,TEN,24.0,13.0,HOU,TEN,6.5,43.0,LP Stadium,False,60.0,4.0,,,Sunday,December,11.0,37.0,TEN,HOU,TEN,HOU,UNDER,-6.0
3919,2017,13,False,SEA,24.0,10.0,PHI,PHI,-5.5,47.5,CenturyLink Field,False,44.0,3.0,,,Sunday,December,14.0,34.0,SEA,PHI,SEA,PHI,UNDER,-13.5
3920,2017,13,False,LAC,19.0,10.0,CLE,LAC,13.5,43.5,StubHub Center,False,68.0,7.0,,,Sunday,December,9.0,29.0,LAC,CLE,CLE,LAC,UNDER,-14.5
3921,2017,13,False,MIA,35.0,9.0,DEN,DEN,-1.5,39.5,Hard Rock Stadium,False,80.0,11.0,,,Sunday,December,26.0,44.0,MIA,DEN,MIA,DEN,OVER,4.5
3922,2017,13,False,GB,26.0,20.0,TB,GB,2.0,45.0,Lambeau Field,False,42.0,8.0,,,Sunday,December,6.0,46.0,GB,TB,GB,TB,OVER,1.0
3923,2017,13,False,JAX,30.0,10.0,IND,JAX,9.5,41.0,EverBank Field,False,70.0,7.0,,,Sunday,December,20.0,40.0,JAX,IND,JAX,IND,UNDER,-1.0
3924,2017,13,False,CHI,14.0,15.0,SF,CHI,3.0,41.0,Soldier Field,False,54.0,6.0,,,Sunday,December,-1.0,29.0,SF,CHI,SF,CHI,UNDER,-12.0
3925,2017,13,False,BUF,3.0,23.0,NE,NE,-9.0,48.0,New Era Field,False,48.0,13.0,,,Sunday,December,-20.0,26.0,NE,BUF,NE,BUF,UNDER,-22.0
3926,2017,13,False,BAL,44.0,20.0,DET,BAL,3.0,43.5,M&T Bank Stadium,False,53.0,4.0,,,Sunday,December,24.0,64.0,BAL,DET,BAL,DET,OVER,20.5
3927,2017,13,False,ATL,9.0,14.0,MIN,ATL,3.0,47.0,Georgia Dome,False,72.0,0.0,,indoor,Sunday,December,-5.0,23.0,MIN,ATL,MIN,ATL,UNDER,-24.0
3928,2017,13,False,ARI,16.0,32.0,LAR,LAR,-7.0,44.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,December,-16.0,48.0,LAR,ARI,LAR,ARI,OVER,3.5
3929,2017,13,False,CIN,20.0,23.0,PIT,PIT,-4.5,43.5,Paul Brown Stadium,False,61.0,9.0,,,Monday,December,-3.0,43.0,PIT,CIN,CIN,PIT,UNDER,-0.5
3930,2017,14,False,ATL,20.0,17.0,NO,ATL,2.5,51.5,Georgia Dome,False,72.0,0.0,,indoor,Thursday,December,3.0,37.0,ATL,NO,ATL,NO,UNDER,-14.5
3931,2017,14,False,NYG,10.0,30.0,DAL,DAL,-4.0,42.0,MetLife Stadium,False,39.0,11.0,,,Sunday,December,-20.0,40.0,DAL,NYG,DAL,NYG,UNDER,-2.0
3932,2017,14,False,LAR,35.0,43.0,PHI,LAR,1.0,47.5,Los Angeles Memorial Coliseum,False,83.0,0.0,,,Sunday,December,-8.0,78.0,PHI,LAR,PHI,LAR,OVER,30.5
3933,2017,14,False,LAC,30.0,13.0,WAS,LAC,6.0,46.5,StubHub Center,False,81.0,4.0,,,Sunday,December,17.0,43.0,LAC,WAS,LAC,WAS,UNDER,-3.5
3934,2017,14,False,KC,26.0,15.0,LVR,KC,4.5,48.5,Arrowhead Stadium,False,46.0,13.0,,,Sunday,December,11.0,41.0,KC,LVR,KC,LVR,UNDER,-7.5
3935,2017,14,False,JAX,30.0,24.0,SEA,JAX,3.0,40.0,EverBank Field,False,46.0,2.0,,,Sunday,December,6.0,54.0,JAX,SEA,JAX,SEA,OVER,14.0
3936,2017,14,False,HOU,16.0,26.0,SF,HOU,1.0,45.5,NRG Stadium,False,72.0,0.0,,indoor,Sunday,December,-10.0,42.0,SF,HOU,SF,HOU,UNDER,-3.5
3937,2017,14,False,CAR,31.0,24.0,MIN,MIN,-2.5,40.5,Bank of America Stadium,False,41.0,5.0,,,Sunday,December,7.0,55.0,CAR,MIN,CAR,MIN,OVER,14.5
3938,2017,14,False,CLE,21.0,27.0,GB,GB,-2.5,38.5,FirstEnergy Stadium,False,29.0,24.0,,,Sunday,December,-6.0,48.0,GB,CLE,GB,CLE,OVER,9.5
3939,2017,14,False,CIN,7.0,33.0,CHI,CIN,6.0,40.5,Paul Brown Stadium,False,31.0,11.0,,,Sunday,December,-26.0,40.0,CHI,CIN,CHI,CIN,UNDER,-0.5
3940,2017,14,False,PIT,39.0,38.0,BAL,PIT,6.0,43.0,Heinz Field,False,33.0,12.0,,,Sunday,December,1.0,77.0,PIT,BAL,BAL,PIT,OVER,34.0
3941,2017,14,False,BUF,13.0,7.0,IND,BUF,3.5,36.5,New Era Field,False,32.0,15.0,,snow,Sunday,December,6.0,20.0,BUF,IND,BUF,IND,UNDER,-16.5
3942,2017,14,False,ARI,12.0,7.0,TEN,TEN,-2.5,42.0,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,December,5.0,19.0,ARI,TEN,ARI,TEN,UNDER,-23.0
3943,2017,14,False,DEN,23.0,0.0,NYJ,NYJ,-1.0,40.5,Sports Authority Field at Mile High,False,60.0,3.0,,,Sunday,December,23.0,23.0,DEN,NYJ,DEN,NYJ,UNDER,-17.5
3944,2017,14,False,TB,21.0,24.0,DET,PICK,0.0,47.5,Raymond James Stadium,False,55.0,9.0,,,Sunday,December,-3.0,45.0,DET,TB,DET,TB,UNDER,-2.5
3945,2017,14,False,MIA,27.0,20.0,NE,NE,-10.5,48.0,Hard Rock Stadium,False,55.0,7.0,,,Monday,December,7.0,47.0,MIA,NE,MIA,NE,UNDER,-1.0
3946,2017,15,False,IND,13.0,25.0,DEN,DEN,-3.0,40.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,Thursday,December,-12.0,38.0,DEN,IND,DEN,IND,UNDER,-2.5
3947,2017,15,False,DET,20.0,10.0,CHI,DET,5.0,43.5,Ford Field,False,72.0,0.0,,indoor,Saturday,December,10.0,30.0,DET,CHI,DET,CHI,UNDER,-13.5
3948,2017,15,False,KC,30.0,13.0,LAC,LAC,-1.0,47.0,Arrowhead Stadium,False,53.0,9.0,,,Saturday,December,17.0,43.0,KC,LAC,KC,LAC,UNDER,-4.0
3949,2017,15,False,WAS,20.0,15.0,ARI,WAS,4.0,40.0,FedEx Field,False,50.0,1.0,,,Sunday,December,5.0,35.0,WAS,ARI,WAS,ARI,UNDER,-5.0
3950,2017,15,False,SEA,7.0,42.0,LAR,LAR,-1.0,47.5,CenturyLink Field,False,47.0,15.0,,,Sunday,December,-35.0,49.0,LAR,SEA,LAR,SEA,OVER,1.5
3951,2017,15,False,SF,25.0,23.0,TEN,SF,2.5,44.5,Levi's Stadium,False,65.0,17.0,,,Sunday,December,2.0,48.0,SF,TEN,TEN,SF,OVER,3.5
3952,2017,15,False,LVR,17.0,20.0,DAL,DAL,-3.0,46.0,Oakland Coliseum,False,57.0,4.0,,,Sunday,December,-3.0,37.0,DAL,LVR,PUSH,PUSH,UNDER,-9.0
3953,2017,15,False,NYG,29.0,34.0,PHI,PHI,-7.5,40.0,MetLife Stadium,False,35.0,0.0,,,Sunday,December,-5.0,63.0,PHI,NYG,NYG,PHI,OVER,23.0
3954,2017,15,False,PIT,24.0,27.0,NE,NE,-2.5,52.5,Heinz Field,False,42.0,4.0,,rain,Sunday,December,-3.0,51.0,NE,PIT,NE,PIT,UNDER,-1.5
3955,2017,15,False,MIN,34.0,7.0,CIN,MIN,12.5,42.5,U.S. Bank Stadium,False,72.0,0.0,,indoor,Sunday,December,27.0,41.0,MIN,CIN,MIN,CIN,UNDER,-1.5
3956,2017,15,False,JAX,45.0,7.0,HOU,JAX,10.5,39.0,EverBank Field,False,72.0,5.0,,,Sunday,December,38.0,52.0,JAX,HOU,JAX,HOU,OVER,13.0
3957,2017,15,False,CLE,10.0,27.0,BAL,BAL,-6.5,42.0,FirstEnergy Stadium,False,36.0,0.0,,,Sunday,December,-17.0,37.0,BAL,CLE,BAL,CLE,UNDER,-5.0
3958,2017,15,False,CAR,31.0,24.0,GB,CAR,3.0,46.5,Bank of America Stadium,False,51.0,5.0,,,Sunday,December,7.0,55.0,CAR,GB,CAR,GB,OVER,8.5
3959,2017,15,False,BUF,24.0,16.0,MIA,BUF,3.5,39.5,New Era Field,False,22.0,8.0,,,Sunday,December,8.0,40.0,BUF,MIA,BUF,MIA,OVER,0.5
3960,2017,15,False,NO,31.0,19.0,NYJ,NO,16.5,47.0,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,Sunday,December,12.0,50.0,NO,NYJ,NYJ,NO,OVER,3.0
3961,2017,15,False,TB,21.0,24.0,ATL,ATL,-7.0,49.5,Raymond James Stadium,False,71.0,2.0,,,Monday,December,-3.0,45.0,ATL,TB,TB,ATL,UNDER,-4.5
3962,2017,16,False,BAL,23.0,16.0,IND,BAL,13.5,41.0,M&T Bank Stadium,False,63.0,14.0,,,Saturday,December,7.0,39.0,BAL,IND,IND,BAL,UNDER,-2.0
3963,2017,16,False,GB,0.0,16.0,MIN,MIN,-8.5,41.0,Lambeau Field,False,10.0,6.0,,,Saturday,December,-16.0,16.0,MIN,GB,MIN,GB,UNDER,-25.0
3964,2017,16,False,NO,23.0,13.0,ATL,NO,5.5,52.0,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,Sunday,December,10.0,36.0,NO,ATL,NO,ATL,UNDER,-16.0
3965,2017,16,False,WAS,27.0,11.0,DEN,WAS,3.0,39.5,FedEx Field,False,43.0,7.0,,,Sunday,December,16.0,38.0,WAS,DEN,WAS,DEN,UNDER,-1.5
3966,2017,16,False,TEN,23.0,27.0,LAR,LAR,-5.5,46.0,LP Stadium,False,39.0,11.0,,,Sunday,December,-4.0,50.0,LAR,TEN,TEN,LAR,OVER,4.0
3967,2017,16,False,SF,44.0,33.0,JAX,JAX,-4.0,43.0,Levi's Stadium,False,52.0,0.0,,,Sunday,December,11.0,77.0,SF,JAX,SF,JAX,OVER,34.0
3968,2017,16,False,NYJ,7.0,14.0,LAC,LAC,-7.5,42.5,MetLife Stadium,False,40.0,6.0,,,Sunday,December,-7.0,21.0,LAC,NYJ,NYJ,LAC,UNDER,-21.5
3969,2017,16,False,NE,37.0,16.0,BUF,NE,11.0,47.5,Gillette Stadium,False,35.0,7.0,,,Sunday,December,21.0,53.0,NE,BUF,NE,BUF,OVER,5.5
3970,2017,16,False,DAL,12.0,21.0,SEA,DAL,4.5,47.0,AT&T Stadium,False,72.0,0.0,,indoor,Sunday,December,-9.0,33.0,SEA,DAL,SEA,DAL,UNDER,-14.0
3971,2017,16,False,CIN,26.0,17.0,DET,DET,-3.5,43.5,Paul Brown Stadium,False,35.0,2.0,,,Sunday,December,9.0,43.0,CIN,DET,CIN,DET,UNDER,-0.5
3972,2017,16,False,CHI,20.0,3.0,CLE,CHI,5.5,37.0,Soldier Field,False,24.0,8.0,,,Sunday,December,17.0,23.0,CHI,CLE,CHI,CLE,UNDER,-14.0
3973,2017,16,False,CAR,22.0,19.0,TB,CAR,10.0,46.5,Bank of America Stadium,False,55.0,6.0,,,Sunday,December,3.0,41.0,CAR,TB,TB,CAR,UNDER,-5.5
3974,2017,16,False,ARI,23.0,0.0,NYG,ARI,3.0,39.0,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,December,23.0,23.0,ARI,NYG,ARI,NYG,UNDER,-16.0
3975,2017,16,False,KC,29.0,13.0,MIA,KC,11.0,43.5,Arrowhead Stadium,False,23.0,15.0,,,Sunday,December,16.0,42.0,KC,MIA,KC,MIA,UNDER,-1.5
3976,2017,16,False,HOU,6.0,34.0,PIT,PIT,-8.0,45.5,NRG Stadium,False,72.0,0.0,,indoor,Monday,December,-28.0,40.0,PIT,HOU,PIT,HOU,UNDER,-5.5
3977,2017,16,False,PHI,19.0,10.0,LVR,PHI,10.0,46.0,Lincoln Financial Field,False,29.0,15.0,,,Monday,December,9.0,29.0,PHI,LVR,LVR,PHI,UNDER,-17.0
3978,2017,17,False,SEA,24.0,26.0,ARI,SEA,8.0,38.0,CenturyLink Field,False,40.0,7.0,,,Sunday,December,-2.0,50.0,ARI,SEA,ARI,SEA,OVER,12.0
3979,2017,17,False,TEN,15.0,10.0,JAX,TEN,2.5,40.0,LP Stadium,False,23.0,5.0,,,Sunday,December,5.0,25.0,TEN,JAX,TEN,JAX,UNDER,-15.0
3980,2017,17,False,TB,31.0,24.0,NO,NO,-6.0,49.0,Raymond James Stadium,False,71.0,3.0,,,Sunday,December,7.0,55.0,TB,NO,TB,NO,OVER,6.0
3981,2017,17,False,PIT,28.0,24.0,CLE,PIT,5.0,38.5,Heinz Field,False,11.0,3.0,,,Sunday,December,4.0,52.0,PIT,CLE,CLE,PIT,OVER,13.5
3982,2017,17,False,PHI,0.0,6.0,DAL,DAL,-3.5,41.0,Lincoln Financial Field,False,19.0,17.0,,,Sunday,December,-6.0,6.0,DAL,PHI,DAL,PHI,UNDER,-35.0
3983,2017,17,False,NE,26.0,6.0,NYJ,NE,17.0,43.5,Gillette Stadium,False,13.0,14.0,,,Sunday,December,20.0,32.0,NE,NYJ,NE,NYJ,UNDER,-11.5
3984,2017,17,False,MIN,23.0,10.0,CHI,MIN,13.5,38.5,U.S. Bank Stadium,False,72.0,0.0,,indoor,Sunday,December,13.0,33.0,MIN,CHI,CHI,MIN,UNDER,-5.5
3985,2017,17,False,NYG,18.0,10.0,WAS,WAS,-4.5,41.0,MetLife Stadium,False,16.0,16.0,,,Sunday,December,8.0,28.0,NYG,WAS,NYG,WAS,UNDER,-13.0
3986,2017,17,False,LAR,13.0,34.0,SF,SF,-6.0,44.5,Los Angeles Memorial Coliseum,False,67.0,3.0,,,Sunday,December,-21.0,47.0,SF,LAR,SF,LAR,OVER,2.5
3987,2017,17,False,LAC,30.0,10.0,LVR,LAC,7.0,43.0,StubHub Center,False,62.0,2.0,,,Sunday,December,20.0,40.0,LAC,LVR,LAC,LVR,UNDER,-3.0
3988,2017,17,False,IND,22.0,13.0,HOU,IND,5.5,41.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,Sunday,December,9.0,35.0,IND,HOU,IND,HOU,UNDER,-6.5
3989,2017,17,False,DET,35.0,11.0,GB,DET,7.5,44.5,Ford Field,False,72.0,0.0,,indoor,Sunday,December,24.0,46.0,DET,GB,DET,GB,OVER,1.5
3990,2017,17,False,DEN,24.0,27.0,KC,DEN,3.0,37.5,Sports Authority Field at Mile High,False,17.0,4.0,,,Sunday,December,-3.0,51.0,KC,DEN,KC,DEN,OVER,13.5
3991,2017,17,False,BAL,27.0,31.0,CIN,BAL,8.0,40.0,M&T Bank Stadium,False,19.0,12.0,,,Sunday,December,-4.0,58.0,CIN,BAL,CIN,BAL,OVER,18.0
3992,2017,17,False,ATL,22.0,10.0,CAR,ATL,5.0,44.5,Georgia Dome,False,72.0,0.0,,indoor,Sunday,December,12.0,32.0,ATL,CAR,ATL,CAR,UNDER,-12.5
3993,2017,17,False,MIA,16.0,22.0,BUF,BUF,-2.5,41.5,Hard Rock Stadium,False,71.0,9.0,,,Sunday,December,-6.0,38.0,BUF,MIA,BUF,MIA,UNDER,-3.5
3994,2017,19,True,KC,21.0,22.0,TEN,KC,8.5,44.0,Arrowhead Stadium,False,33.0,10.0,,,Saturday,January,-1.0,43.0,TEN,KC,TEN,KC,UNDER,-1.0
3995,2017,19,True,LAR,13.0,26.0,ATL,LAR,6.5,48.0,Los Angeles Memorial Coliseum,False,62.0,3.0,,,Saturday,January,-13.0,39.0,ATL,LAR,ATL,LAR,UNDER,-9.0
3996,2017,19,True,NO,31.0,26.0,CAR,NO,6.5,47.5,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,Sunday,January,5.0,57.0,NO,CAR,CAR,NO,OVER,9.5
3997,2017,19,True,JAX,10.0,3.0,BUF,JAX,8.0,39.5,EverBank Field,False,53.0,18.0,,,Sunday,January,7.0,13.0,JAX,BUF,BUF,JAX,UNDER,-26.5
3998,2017,20,True,NE,35.0,14.0,TEN,NE,13.5,48.5,Gillette Stadium,False,24.0,12.0,,,Saturday,January,21.0,49.0,NE,TEN,NE,TEN,OVER,0.5
3999,2017,20,True,PHI,15.0,10.0,ATL,ATL,-2.5,40.0,Lincoln Financial Field,False,32.0,16.0,,,Saturday,January,5.0,25.0,PHI,ATL,PHI,ATL,UNDER,-15.0
4000,2017,20,True,MIN,29.0,24.0,NO,MIN,5.5,46.5,U.S. Bank Stadium,False,72.0,0.0,,indoor,Sunday,January,5.0,53.0,MIN,NO,NO,MIN,OVER,6.5
4001,2017,20,True,PIT,42.0,45.0,JAX,PIT,7.0,40.5,Heinz Field,False,18.0,2.0,,,Sunday,January,-3.0,87.0,JAX,PIT,JAX,PIT,OVER,46.5
4002,2017,21,True,NE,24.0,20.0,JAX,NE,7.5,46.0,Gillette Stadium,False,48.0,2.0,,,Sunday,January,4.0,44.0,NE,JAX,JAX,NE,UNDER,-2.0
4003,2017,21,True,PHI,38.0,7.0,MIN,MIN,-3.0,39.0,Lincoln Financial Field,False,46.0,1.0,,,Sunday,January,31.0,45.0,PHI,MIN,PHI,MIN,OVER,6.0
4004,2017,22,True,NE,33.0,41.0,PHI,NE,4.5,48.5,U.S. Bank Stadium,True,72.0,0.0,,indoor,Sunday,February,-8.0,74.0,PHI,NE,PHI,NE,OVER,25.5
4005,2018,1,False,PHI,18.0,12.0,ATL,PHI,1.0,44.5,Lincoln Financial Field,False,81.0,8.0,,rain,Thursday,September,6.0,30.0,PHI,ATL,PHI,ATL,UNDER,-14.5
4006,2018,1,False,NE,27.0,20.0,HOU,NE,6.0,49.5,Gillette Stadium,False,62.0,10.0,,,Sunday,September,7.0,47.0,NE,HOU,NE,HOU,UNDER,-2.5
4007,2018,1,False,MIN,24.0,16.0,SF,MIN,6.0,46.5,U.S. Bank Stadium,False,72.0,0.0,,indoor,Sunday,September,8.0,40.0,MIN,SF,MIN,SF,UNDER,-6.5
4008,2018,1,False,NYG,15.0,20.0,JAX,JAX,-2.5,43.0,MetLife Stadium,False,59.0,7.0,,rain,Sunday,September,-5.0,35.0,JAX,NYG,JAX,NYG,UNDER,-8.0
4009,2018,1,False,MIA,27.0,20.0,TEN,TEN,-1.0,43.5,Hard Rock Stadium,False,89.0,7.0,,rain,Sunday,September,7.0,47.0,MIA,TEN,MIA,TEN,OVER,3.5
4010,2018,1,False,NO,40.0,48.0,TB,NO,10.0,50.0,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,Sunday,September,-8.0,88.0,TB,NO,TB,NO,OVER,38.0
4011,2018,1,False,IND,23.0,34.0,CIN,CIN,-1.0,47.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,Sunday,September,-11.0,57.0,CIN,IND,CIN,IND,OVER,9.5
4012,2018,1,False,LAC,28.0,38.0,KC,LAC,3.5,48.0,StubHub Center,False,84.0,8.0,,,Sunday,September,-10.0,66.0,KC,LAC,KC,LAC,OVER,18.0
4013,2018,1,False,DEN,27.0,24.0,SEA,DEN,3.0,42.5,Sports Authority Field at Mile High,False,84.0,5.0,,,Sunday,September,3.0,51.0,DEN,SEA,PUSH,PUSH,OVER,8.5
4014,2018,1,False,CLE,21.0,21.0,PIT,PIT,-3.5,41.0,FirstEnergy Stadium,False,58.0,11.0,,rain,Sunday,September,0.0,42.0,TIE,TIE,CLE,PIT,OVER,1.0
4015,2018,1,False,CAR,16.0,8.0,DAL,CAR,2.5,42.5,Bank of America Stadium,False,81.0,9.0,,rain,Sunday,September,8.0,24.0,CAR,DAL,CAR,DAL,UNDER,-18.5
4016,2018,1,False,BAL,47.0,3.0,BUF,BAL,7.5,39.0,M&T Bank Stadium,False,61.0,12.0,,rain,Sunday,September,44.0,50.0,BAL,BUF,BAL,BUF,OVER,11.0
4017,2018,1,False,ARI,6.0,24.0,WAS,ARI,2.0,43.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,September,-18.0,30.0,WAS,ARI,WAS,ARI,UNDER,-13.5
4018,2018,1,False,GB,24.0,23.0,CHI,GB,6.5,45.0,Lambeau Field,False,62.0,10.0,,,Sunday,September,1.0,47.0,GB,CHI,CHI,GB,OVER,2.0
4019,2018,1,False,DET,17.0,48.0,NYJ,DET,7.0,44.0,Ford Field,False,72.0,0.0,,indoor,Monday,September,-31.0,65.0,NYJ,DET,NYJ,DET,OVER,21.0
4020,2018,1,False,LVR,13.0,33.0,LAR,LAR,-6.5,47.5,Oakland Coliseum,False,69.0,10.0,,,Monday,September,-20.0,46.0,LAR,LVR,LAR,LVR,UNDER,-1.5
4021,2018,2,False,CIN,34.0,23.0,BAL,CIN,1.0,43.0,Paul Brown Stadium,False,82.0,3.0,,,Thursday,September,11.0,57.0,CIN,BAL,CIN,BAL,OVER,14.0
4022,2018,2,False,TEN,20.0,17.0,HOU,HOU,-3.5,41.0,Nissan Stadium,False,81.0,12.0,,,Sunday,September,3.0,37.0,TEN,HOU,TEN,HOU,UNDER,-4.0
4023,2018,2,False,WAS,9.0,21.0,IND,WAS,6.0,48.0,FedEx Field,False,71.0,5.0,,,Sunday,September,-12.0,30.0,IND,WAS,IND,WAS,UNDER,-18.0
4024,2018,2,False,SF,30.0,27.0,DET,SF,6.0,48.5,Levi's Stadium,False,73.0,12.0,,,Sunday,September,3.0,57.0,SF,DET,DET,SF,OVER,8.5
4025,2018,2,False,PIT,37.0,42.0,KC,PIT,4.5,52.0,Heinz Field,False,80.0,10.0,,,Sunday,September,-5.0,79.0,KC,PIT,KC,PIT,OVER,27.0
4026,2018,2,False,NYJ,12.0,20.0,MIA,NYJ,3.0,43.0,MetLife Stadium,False,80.0,4.0,,,Sunday,September,-8.0,32.0,MIA,NYJ,MIA,NYJ,UNDER,-11.0
4027,2018,2,False,NO,21.0,18.0,CLE,NO,10.0,51.0,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,Sunday,September,3.0,39.0,NO,CLE,CLE,NO,UNDER,-12.0
4028,2018,2,False,TB,27.0,21.0,PHI,PHI,-3.0,46.5,Raymond James Stadium,False,91.0,9.0,,,Sunday,September,6.0,48.0,TB,PHI,TB,PHI,OVER,1.5
4029,2018,2,False,JAX,31.0,20.0,NE,NE,-2.0,44.5,EverBank Field,False,97.0,15.0,,rain,Sunday,September,11.0,51.0,JAX,NE,JAX,NE,OVER,6.5
4030,2018,2,False,GB,29.0,29.0,MIN,MIN,-2.0,45.0,Lambeau Field,False,80.0,5.0,,,Sunday,September,0.0,58.0,TIE,TIE,GB,MIN,OVER,13.0
4031,2018,2,False,DEN,20.0,19.0,LVR,DEN,5.5,44.0,Sports Authority Field at Mile High,False,92.0,4.0,,,Sunday,September,1.0,39.0,DEN,LVR,LVR,DEN,UNDER,-5.0
4032,2018,2,False,DAL,20.0,13.0,NYG,DAL,3.0,42.0,AT&T Stadium,False,72.0,0.0,,indoor,Sunday,September,7.0,33.0,DAL,NYG,DAL,NYG,UNDER,-9.0
4033,2018,2,False,BUF,20.0,31.0,LAC,LAC,-7.5,41.5,New Era Field,False,83.0,6.0,,,Sunday,September,-11.0,51.0,LAC,BUF,LAC,BUF,OVER,9.5
4034,2018,2,False,ATL,31.0,24.0,CAR,ATL,5.5,44.0,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,Sunday,September,7.0,55.0,ATL,CAR,ATL,CAR,OVER,11.0
4035,2018,2,False,LAR,34.0,0.0,ARI,LAR,13.5,43.5,Los Angeles Memorial Coliseum,False,86.0,2.0,,,Sunday,September,34.0,34.0,LAR,ARI,LAR,ARI,UNDER,-9.5
4036,2018,2,False,CHI,24.0,17.0,SEA,CHI,4.5,42.5,Soldier Field,False,79.0,2.0,,,Monday,September,7.0,41.0,CHI,SEA,CHI,SEA,UNDER,-1.5
4037,2018,3,False,CLE,21.0,17.0,NYJ,CLE,3.0,41.0,FirstEnergy Stadium,False,83.0,11.0,,,Thursday,September,4.0,38.0,CLE,NYJ,CLE,NYJ,UNDER,-3.0
4038,2018,3,False,WAS,31.0,17.0,GB,GB,-2.5,45.5,FedEx Field,False,62.0,6.0,,rain,Sunday,September,14.0,48.0,WAS,GB,WAS,GB,OVER,2.5
4039,2018,3,False,SEA,24.0,13.0,DAL,SEA,1.0,40.0,CenturyLink Field,False,61.0,4.0,,,Sunday,September,11.0,37.0,SEA,DAL,SEA,DAL,UNDER,-3.0
4040,2018,3,False,PHI,20.0,16.0,IND,PHI,6.5,45.5,Lincoln Financial Field,False,61.0,5.0,,rain,Sunday,September,4.0,36.0,PHI,IND,IND,PHI,UNDER,-9.5
4041,2018,3,False,MIN,6.0,27.0,BUF,MIN,16.5,41.0,U.S. Bank Stadium,False,72.0,0.0,,indoor,Sunday,September,-21.0,33.0,BUF,MIN,BUF,MIN,UNDER,-8.0
4042,2018,3,False,MIA,28.0,20.0,LVR,MIA,3.0,46.0,Hard Rock Stadium,False,90.0,7.0,,,Sunday,September,8.0,48.0,MIA,LVR,MIA,LVR,OVER,2.0
4043,2018,3,False,LAR,35.0,23.0,LAC,LAR,7.5,49.0,Los Angeles Memorial Coliseum,False,80.0,5.0,,,Sunday,September,12.0,58.0,LAR,LAC,LAR,LAC,OVER,9.0
4044,2018,3,False,KC,38.0,27.0,SF,KC,5.5,53.0,Arrowhead Stadium,False,70.0,4.0,,,Sunday,September,11.0,65.0,KC,SF,KC,SF,OVER,12.0
4045,2018,3,False,CAR,31.0,21.0,CIN,CAR,2.5,44.0,Bank of America Stadium,False,80.0,3.0,,,Sunday,September,10.0,52.0,CAR,CIN,CAR,CIN,OVER,8.0
4046,2018,3,False,HOU,22.0,27.0,NYG,HOU,6.5,44.0,NRG Stadium,False,72.0,0.0,,indoor,Sunday,September,-5.0,49.0,NYG,HOU,NYG,HOU,OVER,5.0
4047,2018,3,False,DET,26.0,10.0,NE,NE,-7.0,55.0,Ford Field,False,72.0,0.0,,indoor,Sunday,September,16.0,36.0,DET,NE,DET,NE,UNDER,-19.0
4048,2018,3,False,BAL,27.0,14.0,DEN,BAL,5.5,46.0,M&T Bank Stadium,False,61.0,5.0,,rain,Sunday,September,13.0,41.0,BAL,DEN,BAL,DEN,UNDER,-5.0
4049,2018,3,False,ATL,37.0,43.0,NO,ATL,1.5,54.0,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,Sunday,September,-6.0,80.0,NO,ATL,NO,ATL,OVER,26.0
4050,2018,3,False,ARI,14.0,16.0,CHI,CHI,-5.5,39.0,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,September,-2.0,30.0,CHI,ARI,ARI,CHI,UNDER,-9.0
4051,2018,3,False,JAX,6.0,9.0,TEN,JAX,10.0,39.0,TIAA Bank Field,False,89.0,10.0,,,Sunday,September,-3.0,15.0,TEN,JAX,TEN,JAX,UNDER,-24.0
4052,2018,3,False,TB,27.0,30.0,PIT,PIT,-1.0,55.0,Raymond James Stadium,False,77.0,5.0,,,Monday,September,-3.0,57.0,PIT,TB,PIT,TB,OVER,2.0
4053,2018,4,False,LAR,38.0,31.0,MIN,LAR,7.5,48.5,Los Angeles Memorial Coliseum,False,75.0,3.0,,,Thursday,September,7.0,69.0,LAR,MIN,MIN,LAR,OVER,20.5
